Type,"Country Code","Series Code","Time Code","Description"
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Users in the last 3 months. Age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 5.8 - 6"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 5.6 - 5.9"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 5.5 - 5.7"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 5.3 - 5.5"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 5.1 - 5.3"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4.8 - 5.1"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 4.5 - 5"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 4.2 - 5"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.9 - 5"
FootNote,"United Kingdom (GBR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.6 - 5"
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"United Kingdom (GBR)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"United Kingdom (GBR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Data pertain to women aged 16 to 49. Source: United Kingdom 2005-2006 Omnibus Survey"
FootNote,"United Kingdom (GBR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2007 (YR2007)","Data pertain to women aged 16 to 49. Source: United Kingdom 2006-2007 Omnibus Survey"
FootNote,"United Kingdom (GBR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","Data pertain to women aged 16 to 49. Source: United Kingdom 2007-2008 Omnibus Survey"
FootNote,"United Kingdom (GBR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","Data pertain to women aged 16 to 49. Source: United Kingdom 2008-2009 National Statistics Opinions Survey"
FootNote,"United Kingdom (GBR)","Life expectancy at birth, total (years) (SP.DYN.LE00.in)","2006 (YR2006)","Derived using linearly interpolated data"
FootNote,"United Kingdom (GBR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","2011 (YR2011)","Derived using extrapolated data"
FootNote,"United Kingdom (GBR)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"United Kingdom (GBR)","Population, total (SP.POP.TOTL)","2014 (YR2014)","Estimated by the government."
FootNote,"United Kingdom (GBR)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"United Kingdom (GBR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"United Kingdom (GBR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"United Kingdom (GBR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"United Kingdom (GBR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"United Kingdom (GBR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Indonesia (IDN)","Foreign direct investment, net inflows (BoP, current US$) (BX.KLT.DINV.CD.WD)","2013 (YR2013)","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Indonesia (IDN)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Refers to total population."
FootNote,"Indonesia (IDN)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Break in comparability. Population age 5+. (value for all population is 11.11%)."
FootNote,"Indonesia (IDN)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Population age 5+."
FootNote,"Indonesia (IDN)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 5+."
FootNote,"Indonesia (IDN)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 5+."
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2006 (YR2006)","Plausible bound is 0.2-0.3"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2007 (YR2007)","Plausible bound is 0.2-0.3"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2008 (YR2008)","Plausible bound is 0.3-0.4"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2009 (YR2009)","Plausible bound is 0.3-0.4"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2010 (YR2010)","Plausible bound is 0.3-0.4"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2011 (YR2011)","Plausible bound is 0.3-0.5"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2012 (YR2012)","Plausible bound is 0.4-0.5"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2013 (YR2013)","Plausible bound is 0.4-0.5"
FootNote,"Indonesia (IDN)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2014 (YR2014)","Plausible bound is 0.4-0.5"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 37 - 42.4"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 35.2 - 40.7"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 33.5 - 39.2"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 31.8 - 37.7"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 30.1 - 36.5"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 28.5 - 35.3"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 27.1 - 34.3"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 25.5 - 33.6"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 24 - 33.1"
FootNote,"Indonesia (IDN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 22.5 - 32.9"
FootNote,"Indonesia (IDN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2007 (YR2007)","Source: DHS 2007 (Final Report p.137)"
FootNote,"Indonesia (IDN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","BPS, SUSENAS 2008, Table 4.7.B., pp. 59-61"
FootNote,"Indonesia (IDN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2010 (YR2010)","Country data. National Health Survey (2010 Riskesdas)."
FootNote,"Indonesia (IDN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2012 (YR2012)","Source: DHS 2012 (Final Report p.121)"
FootNote,"Indonesia (IDN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2007 (YR2007)","Survey coverage: 2007 (AUG). Age group: 0. - 5.00. Ministry of Health and National Institute of Health Research and Development.Basic Health Survey, Riskesdas, 2007. Results to be presented at the ICN in Bangkok, October 2009: "Changes in malnutrition from 1989 to 2007 in Indonesia" by Ita Atmarita, Ministry of Health."
FootNote,"Indonesia (IDN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2010 (YR2010)","Survey coverage: 2010 (JUN-JUL). Age group: 0. - 5.00. Ministry of Health and National Institute of Health Research and Development.National report on basic health research, Riskesdas, 2010. Jakarta, Indonesia, 2012 (and additional analysis)."
FootNote,"Indonesia (IDN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2013 (YR2013)","Survey coverage: 2013 (MAY-JUN). Age group: 0. - 5.00. Ministry of Health and National Institute of Health Research and Development.National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014 (and additional analysis)."
FootNote,"Indonesia (IDN)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"Indonesia (IDN)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2008 (YR2008)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2010 (YR2010)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2006 (YR2006)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2007 (YR2007)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2008 (YR2008)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2009 (YR2009)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2010 (YR2010)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2011 (YR2011)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2012 (YR2012)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2013 (YR2013)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2014 (YR2014)","Source : National Source (http://dds.bps.go.id/eng/); Based on SUSENAS using GSO expenditure poverty line  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1996,1999,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2007 (YR2007)","Source: DHS 2007"
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","BPS, SUSENAS 2008, Table 6.2., pp. 103"
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","National Socio-Economic Survey (SUSENAS)_2010"
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2010 (YR2010)","Source: National Socio-Economic Survey 2010, 105/ Table 6.2."
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2012 (YR2012)","Source: DHS 2012"
FootNote,"Indonesia (IDN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2013 (YR2013)","Source: Indonesia 2013 National Socio-economic Survey"
FootNote,"Indonesia (IDN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Indonesia (IDN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Indonesia (IDN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Indonesia (IDN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Indonesia (IDN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"India (IND)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","September."
FootNote,"India (IND)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","September."
FootNote,"India (IND)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Estimate based on market research reports indicating 121 million Internet users by 12/2011. India has 20.99  million Internet connections (incl. broad- and narrowband subscript. excl. mobile phone subscript. with data capabilities) in 09/2011. There are 374 million mobile customers with wireless Internet/data capabilities in 09/2011."
FootNote,"India (IND)","School enrollment, primary and secondary (gross), gender parity index (GPI) (SE.ENR.PRSC.FM.ZS)","2010 (YR2010)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 68.5 - 74.8"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 65.5 - 71.8"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 62.4 - 68.9"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 59.5 - 66"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 56.6 - 63.4"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 53.6 - 60.9"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 50.6 - 58.6"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 47.7 - 56.5"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 44.9 - 54.7"
FootNote,"India (IND)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 42.4 - 53.3"
FootNote,"India (IND)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Source: DHS 2005-06"
FootNote,"India (IND)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","Source: DLHS 2007-2008"
FootNote,"India (IND)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2006 (YR2006)","Survey coverage: 2005-06. Age group: 0. - 5.00. International Institute for Population Sciences (IIPS) and Macro International.National family health survey (NFHS-3), 2005-06: India: Volume I. Demographic and Health Surveys. Mumbai, India: IIPS, 2007 (and additional analysis)."
FootNote,"India (IND)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"India (IND)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"India (IND)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2009 (YR2009)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"India (IND)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2011 (YR2011)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"India (IND)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2009 (YR2009)","Source : Press Note on Poverty Estimates, 2009-10. Government of India, Planning Commision. March 2012. Estimates based on Tendulkar Methodology. WB staff estimates of poverty gap.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1993,2004,2009,2011.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"India (IND)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2011 (YR2011)","Source : Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. WB staff estimates of poverty gap.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:1993,2004,2009,2011.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"India (IND)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Source: DHS 2005-06"
FootNote,"India (IND)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","Source: India 2007-2008 District Level Household Survey"
FootNote,"India (IND)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"India (IND)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"India (IND)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"India (IND)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"India (IND)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Users in the last 3 months. Age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"Italy (ITA)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 4.2 - 4.4"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.1 - 4.3"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.1 - 4.2"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4 - 4.1"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 3.9 - 4.1"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 3.8 - 4"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 3.7 - 3.9"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 3.5 - 3.9"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.3 - 3.9"
FootNote,"Italy (ITA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.1 - 4"
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"Italy (ITA)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"Italy (ITA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","2011 (YR2011)","Derived using linearly extrapolated data"
